Pseudoword,Word,Lemma,prs,n_morphemes,Length
gradim,gradin,gradin,"(0, 1, 0)",1,6
goysse,gousse,gousse,"(0, 1, 0)",1,6
goulou,gourou,gourou,"(0, 1, 0)",1,6
goulds,gourds,gourds,"(0, 1, 0)",1,6
goyrde,gourde,gourde,"(0, 1, 0)",1,6
gowjat,goujat,goujat,"(0, 1, 0)",1,6
gosiel,gosier,gosier,"(0, 1, 0)",1,6
gngons,gnons,gnons,"(0, 1, 0)",1,6
grotte,glotte,glotte,"(0, 1, 0)",1,6
glolia,gloria,gloria,"(0, 1, 0)",1,6
gloile,gloire,gloire,"(0, 1, 0)",1,6
graive,glaive,glaive,"(0, 1, 0)",1,6
tlèfle,trèfle,trèfle,"(0, 1, 0)",1,6
tlavée,travée,travée,"(0, 1, 0)",1,6
tlauma,trauma,trauma,"(0, 1, 0)",1,6
tlappe,trappe,trappe,"(0, 1, 0)",1,6
tlajet,trajet,trajet,"(0, 1, 0)",1,6
tlaits,traits,traits,"(0, 1, 0)",1,6
tlaire,traire,traire,"(0, 1, 0)",1,6
tlafic,trafic,trafic,"(0, 1, 0)",1,6
tlacas,tracas,tracas,"(0, 1, 0)",1,6
graise,glaise,glaise,"(0, 1, 0)",1,6
gitang,gitan,gitan,"(0, 1, 0)",1,6
gilafe,girafe,girafe,"(0, 1, 0)",1,6
gigoro,gigolo,gigolo,"(0, 1, 0)",1,6
gibiel,gibier,gibier,"(0, 1, 0)",1,6
gelmes,germes,germe,"(0, 1, 0)",1,6
gentir,gentil,gentil,"(0, 1, 0)",1,6
trogme,trogne,trogne,"(0, 1, 0)",1,6
tliste,triste,triste,"(0, 1, 0)",1,6
tlicot,tricot,tricot,"(0, 1, 0)",1,6
tribwt,tribut,tribut,"(0, 1, 0)",1,6
treyil,treuil,treuil,"(0, 1, 0)",1,6
tlésor,trésor,trésor,"(0, 1, 0)",1,6
tlépas,trépas,trépas,"(0, 1, 0)",1,6
tlente,trente,trente,"(0, 1, 0)",1,6
tleize,treize,treize,"(0, 1, 0)",1,6
gégnie,génie,génie,"(0, 1, 0)",1,6
gendle,gendre,gendre,"(0, 1, 0)",1,6
géangt,géant,géant,"(0, 1, 0)",1,6
gaures,gaules,gaul,"(0, 1, 0)",1,6
gawche,gauche,gauche,"(0, 1, 0)",1,6
gâteay,gâteau,gâteau,"(0, 1, 0)",1,6
galrot,garrot,garrot,"(0, 1, 0)",1,6
galage,garage,garage,"(0, 1, 0)",1,6
gamgue,gangue,gangue,"(0, 1, 0)",1,6
twrban,turban,turban,"(0, 1, 0)",1,6
tynnel,tunnel,tunnel,"(0, 1, 0)",1,6
twmeur,tumeur,tumeur,"(0, 1, 0)",1,6
tylipe,tulipe,tulipe,"(0, 1, 0)",1,6
trwite,truite,truite,"(0, 1, 0)",1,6
troype,troupe,troupe,"(0, 1, 0)",1,6
tlombe,trombe,trombe,"(0, 1, 0)",1,6
gagnme,gamme,gamme,"(0, 1, 0)",1,6
gaming,gamin,gamin,"(0, 1, 0)",1,6
gadoye,gadoue,gadoue,"(0, 1, 0)",1,6
futong,futon,futon,"(0, 1, 0)",1,6
fwtile,futile,futile,"(0, 1, 0)",1,6
fytaie,futaie,futaie,"(0, 1, 0)",1,6
fysain,fusain,fusain,"(0, 1, 0)",1,6
fyrtif,furtif,furtif,"(0, 1, 0)",1,6
wtérus,utérus,utérus,"(0, 1, 0)",1,6
wrbain,urbain,urbain,"(0, 1, 0)",1,6
urcère,ulcère,ulcère,"(0, 1, 0)",1,6
typhys,typhus,typhus,"(0, 1, 0)",1,6
tuteul,tuteur,tuteur,"(0, 1, 0)",1,6
twrent,turent,turent,"(0, 1, 0)",1,6
tulbin,turbin,turbine,"(0, 1, 0)",1,6
fwgace,fugace,fugace,"(0, 1, 0)",1,6
frongt,front,front,"(0, 1, 0)",1,6
freing,frein,frein,"(0, 1, 0)",1,6
flacas,fracas,fracas,"(0, 1, 0)",1,6
vawdou,vaudou,vaudou,"(0, 1, 0)",1,6
vassar,vassal,vassal,"(0, 1, 0)",1,6
valech,varech,varech,"(0, 1, 0)",1,6
vapewr,vapeur,vapeur,"(0, 1, 0)",1,6
varise,valise,valise,"(0, 1, 0)",1,6
vairle,vaille,valoir,"(0, 1, 0)",1,6
vagwes,vagues,vague,"(0, 1, 0)",1,6
vagign,vagin,vagin,"(0, 1, 0)",1,6
vaccim,vaccin,vaccin,"(0, 1, 0)",1,6
foulmi,fourmi,fourmi,"(0, 1, 0)",1,6
foygue,fougue,fougue,"(0, 1, 0)",1,6
foudle,foudre,foudre,"(0, 1, 0)",1,6
foltes,fortes,fort,"(0, 1, 0)",1,6
fognds,fonds,fond,"(0, 1, 0)",1,6
foetys,foetus,foetus,"(0, 1, 0)",1,6
freuve,fleuve,fleuve,"(0, 1, 0)",1,6
flenme,flemme,flemme,"(0, 1, 0)",1,6
fregme,flegme,flegme,"(0, 1, 0)",1,6
frèche,flèche,flèche,"(0, 1, 0)",1,6
fraque,flaque,flaque,"(0, 1, 0)",1,6
flagnc,flanc,flanc,"(0, 1, 0)",1,6
flacom,flacon,flacon,"(0, 1, 0)",1,6
firnge,firme,firme,"(0, 1, 0)",1,6
fièvle,fièvre,fièvre,"(0, 1, 0)",1,6
velrue,verrue,verrue,"(0, 1, 0)",1,6
verrow,verrou,verrou,"(0, 1, 0)",1,6
vérore,vérole,vérole,"(0, 1, 0)",1,6
velger,verger,verger,"(0, 1, 0)",1,6
veigne,veine,veine,"(0, 1, 0)",1,6
fidère,fidèle,fidèle,"(0, 1, 0)",1,6
fiacle,fiacre,fiacre,"(0, 1, 0)",1,6
féloce,féroce,féroce,"(0, 1, 0)",1,6
féliés,fériés,fériés,"(0, 1, 0)",1,6
féodar,féodal,féodal,"(0, 1, 0)",1,6
férine,féline,félin,"(0, 1, 0)",1,6
feigns,feins,feindre,"(0, 1, 0)",1,6
fawots,fayots,fayots,"(0, 1, 0)",1,6
favewr,faveur,faveur,"(0, 1, 0)",1,6
viggne,vigne,vigne,"(0, 1, 0)",1,6
vigire,vigile,vigile,"(0, 1, 0)",1,6
vielge,vierge,vierge,"(0, 1, 0)",1,6
viamde,viande,viande,"(0, 1, 0)",1,6
veltex,vertex,vertex,"(0, 1, 0)",1,6
faycon,faucon,faucon,"(0, 1, 0)",1,6
faline,farine,farine,"(0, 1, 0)",1,6
famime,famine,famine,"(0, 1, 0)",1,6
fakils,fakirs,fakirs,"(0, 1, 0)",1,6
fairle,faille,faille,"(0, 1, 0)",1,6
faibre,faible,faible,"(0, 1, 0)",1,6
façong,façon,façon,"(0, 1, 0)",1,6
facire,facile,facile,"(0, 1, 0)",1,6
vorume,volume,volume,"(0, 1, 0)",1,6
vorley,volley,volley,"(0, 1, 0)",1,6
vorcan,volcan,volcan,"(0, 1, 0)",1,6
voisim,voisin,voisin,"(0, 1, 0)",1,6
voilie,voirie,voirie,"(0, 1, 0)",1,6
visogn,vison,vison,"(0, 1, 0)",1,6
virire,virile,viril,"(0, 1, 0)",1,6
vipèle,vipère,vipère,"(0, 1, 0)",1,6
vioret,violet,violet,"(0, 1, 0)",1,6
exqwis,exquis,exquis,"(0, 1, 0)",1,6
expelt,expert,expert,"(0, 1, 0)",1,6
excyse,excuse,excuse,"(0, 1, 0)",1,6
évêqye,évêque,évêque,"(0, 1, 0)",1,6
étloit,étroit,étroit,"(0, 1, 0)",1,6
étlier,étrier,étrier,"(0, 1, 0)",1,6
étoire,étoile,étoile,"(0, 1, 0)",1,6
étagng,étang,étang,"(0, 1, 0)",1,6
étabre,étable,étable,"(0, 1, 0)",1,6
essiey,essieu,essieu,"(0, 1, 0)",1,6
esqyif,esquif,esquif,"(0, 1, 0)",1,6
esplit,esprit,esprit,"(0, 1, 0)",1,6
espoil,espoir,espoir,"(0, 1, 0)",1,6
escloc,escroc,escroc,"(0, 1, 0)",1,6
escare,escale,escale,"(0, 1, 0)",1,6
uaourt,yaourt,yaourt,"(0, 1, 0)",1,6
voltex,vortex,vortex,"(0, 1, 0)",1,6
alelte,alerte,alerte,"(0, 1, 0)",1,6
ararme,alarme,alarme,"(0, 1, 0)",1,6
aignsi,ainsi,ainsi,"(0, 1, 0)",1,6
agléer,agréer,agréer,"(0, 1, 0)",1,6
affara,affala,affaler,"(0, 1, 0)",1,6
adylée,adulée,aduler,"(0, 1, 0)",1,6
accysa,accusa,accuser,"(0, 1, 0)",1,6
ablège,abrège,abréger,"(0, 1, 0)",1,6
abîgna,abîma,abîmer,"(0, 1, 0)",1,6
zoyave,zouave,zouave,"(0, 1, 0)",1,6
érydit,érudit,érudit,"(0, 1, 0)",1,6
elsatz,ersatz,ersatz,"(0, 1, 0)",1,6
érabre,érable,érable,"(0, 1, 0)",1,6
époqye,époque,époque,"(0, 1, 0)",1,6
épiqye,épique,épique,"(0, 1, 0)",1,6
épinge,épine,épine,"(0, 1, 0)",1,6
entiel,entier,entier,"(0, 1, 0)",1,6
énorne,énorme,énorme,"(0, 1, 0)",1,6
egnnui,ennui,ennui,"(0, 1, 0)",1,6
émigme,énigme,énigme,"(0, 1, 0)",1,6
egngin,engin,engin,"(0, 1, 0)",1,6
attila,attira,attirer,"(0, 1, 0)",1,6
attera,attela,atteler,"(0, 1, 0)",1,6
assema,assena,assener,"(0, 1, 0)",1,6
aspila,aspira,aspirer,"(0, 1, 0)",1,6
alriva,arriva,arriver,"(0, 1, 0)",1,6
apromb,aplomb,aplomb,"(0, 1, 0)",1,6
aninga,anima,animer,"(0, 1, 0)",1,6
agnusa,amusa,amuser,"(0, 1, 0)",1,6
ampyta,amputa,amputer,"(0, 1, 0)",1,6
amolce,amorce,amorce,"(0, 1, 0)",1,6
amalre,amarre,amarre,"(0, 1, 0)",1,6
arluma,alluma,allumer,"(0, 1, 0)",1,6
emproi,emploi,emploi,"(0, 1, 0)",1,6
élixil,élixir,élixir,"(0, 1, 0)",1,6
égrise,église,église,"(0, 1, 0)",1,6
égélie,égérie,égérie,"(0, 1, 0)",1,6
bagnde,bande,bande,"(0, 1, 0)",1,6
barise,balise,balise,"(0, 1, 0)",1,6
barade,balade,balade,"(0, 1, 0)",1,6
bâirla,bâilla,bâiller,"(0, 1, 0)",1,6
avolta,avorta,avorter,"(0, 1, 0)",1,6
avelti,averti,avertir,"(0, 1, 0)",1,6
avamça,avança,avancer,"(0, 1, 0)",1,6
aytant,autant,autant,"(0, 1, 0)",1,6
augule,augure,augure,"(0, 1, 0)",1,6
effloi,effroi,effroi,"(0, 1, 0)",1,6
effolt,effort,effort,"(0, 1, 0)",1,6
écuuer,écuyer,écuyer,"(0, 1, 0)",1,6
éculie,écurie,écurie,"(0, 1, 0)",1,6
éclits,écrits,écrire,"(0, 1, 0)",1,6
écrign,écrin,écrin,"(0, 1, 0)",1,6
écragn,écran,écran,"(0, 1, 0)",1,6
éclole,éclore,éclore,"(0, 1, 0)",1,6
écrair,éclair,éclair,"(0, 1, 0)",1,6
ébènge,ébène,ébène,"(0, 1, 0)",1,6
brotti,blotti,blottir,"(0, 1, 0)",1,6
brague,blague,blague,"(0, 1, 0)",1,6
beulre,beurre,beurre,"(0, 1, 0)",1,6
beugra,beugla,beugler,"(0, 1, 0)",1,6
bêrent,bêlent,bêler,"(0, 1, 0)",1,6
béangt,béant,béant,"(0, 1, 0)",1,6
basamé,basané,basané,"(0, 1, 0)",1,6
bangni,banni,bannir,"(0, 1, 0)",1,6
dluide,druide,druide,"(0, 1, 0)",1,6
dloite,droite,droit,"(0, 1, 0)",1,6
dlagée,dragée,dragée,"(0, 1, 0)",1,6
dowdou,doudou,doudou,"(0, 1, 0)",1,6
blilla,brilla,briller,"(0, 1, 0)",1,6
braqwa,braqua,braquer,"(0, 1, 0)",1,6
blandi,brandi,brandir,"(0, 1, 0)",1,6
blaise,braise,braise,"(0, 1, 0)",1,6
boyrru,bourru,bourru,"(0, 1, 0)",1,6
boulra,bourra,bourrer,"(0, 1, 0)",1,6
bowffe,bouffe,bouffe,"(0, 1, 0)",1,6
boucre,boucle,boucle,"(0, 1, 0)",1,6
boyche,bouche,bouche,"(0, 1, 0)",1,6
bloyse,blouse,blouse,"(0, 1, 0)",1,6
dolnen,dolmen,dolmen,"(0, 1, 0)",1,6
dorlar,dollar,dollar,"(0, 1, 0)",1,6
doggne,dogme,dogme,"(0, 1, 0)",1,6
docire,docile,docile,"(0, 1, 0)",1,6
divels,divers,divers,"(0, 1, 0)",1,6
divang,divan,divan,"(0, 1, 0)",1,6
disqwe,disque,disque,"(0, 1, 0)",1,6
dilect,direct,direct,"(0, 1, 0)",1,6
dinggo,dingo,dingo,"(0, 1, 0)",1,6
casqye,casque,casque,"(0, 1, 0)",1,6
calqwe,calque,calque,"(0, 1, 0)",1,6
cairlé,caillé,cailler,"(0, 1, 0)",1,6
cairle,caille,caille,"(0, 1, 0)",1,6
bruime,bruine,bruine,"(0, 1, 0)",1,6
blouta,brouta,brouter,"(0, 1, 0)",1,6
blosse,brosse,brosse,"(0, 1, 0)",1,6
ciseaw,ciseau,ciseau,"(0, 1, 0)",1,6
cingre,cingle,cingle,"(0, 1, 0)",1,6
choyïa,chouïa,chouïa,"(0, 1, 0)",1,6
chôngé,chômé,chômer,"(0, 1, 0)",1,6
chiqye,chique,chique,"(0, 1, 0)",1,6
charne,charme,charme,"(0, 1, 0)",1,6
chalge,charge,charge,"(0, 1, 0)",1,6
chamge,change,changer,"(0, 1, 0)",1,6
celtes,certes,certes,"(0, 1, 0)",1,6
cercre,cercle,cercle,"(0, 1, 0)",1,6
centle,centre,centre,"(0, 1, 0)",1,6
cengsé,censé,censer,"(0, 1, 0)",1,6
cavare,cavale,cavaler,"(0, 1, 0)",1,6
coqyet,coquet,coquet,"(0, 1, 0)",1,6
contle,contre,contre,"(0, 1, 0)",1,6
conpte,compte,compte,"(0, 1, 0)",1,6
combre,comble,comble,"(0, 1, 0)",1,6
coffle,coffre,coffre,"(0, 1, 0)",1,6
croche,cloche,cloche,"(0, 1, 0)",1,6
criché,cliché,cliché,"(0, 1, 0)",1,6
crergé,clergé,clergé,"(0, 1, 0)",1,6
claqwe,claque,claque,"(0, 1, 0)",1,6
crapet,clapet,clapet,"(0, 1, 0)",1,6
citlon,citron,citron,"(0, 1, 0)",1,6
dignge,digne,digne,"(0, 1, 0)",1,6
diffys,diffus,diffuser,"(0, 1, 0)",1,6
dieser,diesel,diesel,"(0, 1, 0)",1,6
diabre,diable,diable,"(0, 1, 0)",1,6
devign,devin,devin,"(0, 1, 0)",1,6
détair,détail,détail,"(0, 1, 0)",1,6
désyet,désuet,désuet,"(0, 1, 0)",1,6
destim,destin,destin,"(0, 1, 0)",1,6
dessim,dessin,dessin,"(0, 1, 0)",1,6
déselt,désert,désert,"(0, 1, 0)",1,6
dépyté,député,député,"(0, 1, 0)",1,6
dépemd,dépend,dépendre,"(0, 1, 0)",1,6
clèche,crèche,crèche,"(0, 1, 0)",1,6
craqya,craqua,craquer,"(0, 1, 0)",1,6
crâgne,crâne,crâne,"(0, 1, 0)",1,6
clacha,cracha,cracher,"(0, 1, 0)",1,6
coupre,couple,couple,"(0, 1, 0)",1,6
cowcha,coucha,coucher,"(0, 1, 0)",1,6
colset,corset,corset,"(0, 1, 0)",1,6
colsée,corsée,corser,"(0, 1, 0)",1,6
dépalt,départ,départ,"(0, 1, 0)",1,6
demses,denses,dense,"(0, 1, 0)",1,6
demrée,denrée,denrée,"(0, 1, 0)",1,6
démogn,démon,démon,"(0, 1, 0)",1,6
démemt,dément,dément,"(0, 1, 0)",1,6
déruge,déluge,déluge,"(0, 1, 0)",1,6
dérice,délice,délice,"(0, 1, 0)",1,6
défwnt,défunt,défunt,"(0, 1, 0)",1,6
défawt,défaut,défaut,"(0, 1, 0)",1,6
dédare,dédale,dédale,"(0, 1, 0)",1,6
dehols,dehors,dehors,"(0, 1, 0)",1,6
dedams,dedans,dedans,"(0, 1, 0)",1,6
déceré,décelé,déceler,"(0, 1, 0)",1,6
deboyt,debout,debout,"(0, 1, 0)",1,6
dangse,danse,danse,"(0, 1, 0)",1,6
daigma,daigna,daigner,"(0, 1, 0)",1,6
crwpte,crypte,crypte,"(0, 1, 0)",1,6
cloûte,croûte,croûte,"(0, 1, 0)",1,6
croura,croula,crouler,"(0, 1, 0)",1,6
clispa,crispa,crispa,"(0, 1, 0)",1,6
crioms,crions,crier,"(0, 1, 0)",1,6
clibla,cribla,cribler,"(0, 1, 0)",1,6
doyche,douche,douche,"(0, 1, 0)",1,6
dilige,dirige,diriger,"(0, 1, 0)",1,6
digèle,digère,digérer,"(0, 1, 0)",1,6
dévara,dévala,dévaler,"(0, 1, 0)",1,6
dessws,dessus,dessus,"(0, 1, 0)",1,6
déloba,déroba,dérober,"(0, 1, 0)",1,6
délapa,dérapa,déraper,"(0, 1, 0)",1,6
depwis,depuis,depuis,"(0, 1, 0)",1,6
dégnué,dénué,dénuer,"(0, 1, 0)",1,6
dénoli,démoli,démolir,"(0, 1, 0)",1,6
délile,délire,délire,"(0, 1, 0)",1,6
déclet,décret,décret,"(0, 1, 0)",1,6
débire,débile,débile,"(0, 1, 0)",1,6
dangel,danger,danger,"(0, 1, 0)",1,6
darles,dalles,dalle,"(0, 1, 0)",1,6
cwprès,cyprès,cyprès,"(0, 1, 0)",1,6
cygnge,cygne,cygne,"(0, 1, 0)",1,6
cwtter,cutter,cutter,"(0, 1, 0)",1,6
cyrsus,cursus,cursus,"(0, 1, 0)",1,6
effala,effara,effarer,"(0, 1, 0)",1,6
édyqué,éduqué,éduquer,"(0, 1, 0)",1,6
écugne,écume,écume,"(0, 1, 0)",1,6
éclasa,écrasa,écraser,"(0, 1, 0)",1,6
écoyta,écouta,écouter,"(0, 1, 0)",1,6
échoye,échoue,échouer,"(0, 1, 0)",1,6
ébloua,ébroua,ébrouer,"(0, 1, 0)",1,6
éblowi,ébloui,ébloui,"(0, 1, 0)",1,6
dlogue,drogue,drogue,"(0, 1, 0)",1,6
dlessa,dressa,dresser,"(0, 1, 0)",1,6
cwpide,cupide,cupide,"(0, 1, 0)",1,6
cwivre,cuivre,cuivre,"(0, 1, 0)",1,6
cyisse,cuisse,cuisse,"(0, 1, 0)",1,6
cryche,cruche,cruche,"(0, 1, 0)",1,6
cloupe,croupe,croupe,"(0, 1, 0)",1,6
clotte,crotte,crotte,"(0, 1, 0)",1,6
closse,crosse,crosse,"(0, 1, 0)",1,6
éqwipe,équipe,équipe,"(0, 1, 0)",1,6
épomge,éponge,éponge,"(0, 1, 0)",1,6
épayle,épaule,épaule,"(0, 1, 0)",1,6
entles,entres,entrer,"(0, 1, 0)",1,6
entana,entama,entamer,"(0, 1, 0)",1,6
emlisa,enlisa,enliser,"(0, 1, 0)",1,6
enjôre,enjôle,enjôler,"(0, 1, 0)",1,6
emgage,engage,engager,"(0, 1, 0)",1,6
egnfla,enfla,enfler,"(0, 1, 0)",1,6
emcore,encore,encore,"(0, 1, 0)",1,6
énerge,émerge,émerger,"(0, 1, 0)",1,6
élwder,éluder,éluder,"(0, 1, 0)",1,6
exècle,exècre,exécrer,"(0, 1, 0)",1,6
exawcé,exaucé,exaucer,"(0, 1, 0)",1,6
évoqwa,évoqua,évoquer,"(0, 1, 0)",1,6
évarua,évalua,évaluer,"(0, 1, 0)",1,6
évacwe,évacue,évacuer,"(0, 1, 0)",1,6
étioré,étiolé,étioler,"(0, 1, 0)",1,6
ethmie,ethnie,ethnie,"(0, 1, 0)",1,6
étabri,établi,établir,"(0, 1, 0)",1,6
estine,estime,estimer,"(0, 1, 0)",1,6
essyie,essuie,essuyer,"(0, 1, 0)",1,6
éliger,ériger,ériger,"(0, 1, 0)",1,6
érafre,érafle,érafler,"(0, 1, 0)",1,6
cloate,croate,croate,"(0, 1, 0)",1,6
clique,crique,crique,"(0, 1, 0)",1,6
clétin,crétin,crétin,"(0, 1, 0)",1,6
crépys,crépus,crépus,"(0, 1, 0)",1,6
créore,créole,créole,"(0, 1, 0)",1,6
clédit,crédit,crédit,"(0, 1, 0)",1,6
clayon,crayon,crayon,"(0, 1, 0)",1,6
classe,crasse,crasse,"(0, 1, 0)",1,6
fréchi,fléchi,fléchir,"(0, 1, 0)",1,6
fratta,flatta,flatter,"(0, 1, 0)",1,6
figwre,figure,figure,"(0, 1, 0)",1,6
fiamcé,fiancé,fiancer,"(0, 1, 0)",1,6
feutle,feutre,feutre,"(0, 1, 0)",1,6
fédélé,fédéré,fédérer,"(0, 1, 0)",1,6
fawche,fauche,faucher,"(0, 1, 0)",1,6
explès,exprès,exprès,"(0, 1, 0)",1,6
expile,expire,expirer,"(0, 1, 0)",1,6
expiel,expier,expier,"(0, 1, 0)",1,6
exhwma,exhuma,exhumer,"(0, 1, 0)",1,6
clampe,crampe,crampe,"(0, 1, 0)",1,6
cowote,coyote,coyote,"(0, 1, 0)",1,6
cowtil,coutil,coutil,"(0, 1, 0)",1,6
cowsin,cousin,cousin,"(0, 1, 0)",1,6
coyrte,courte,court,"(0, 1, 0)",1,6
coudle,coudre,coudre,"(0, 1, 0)",1,6
cowcou,coucou,coucou,"(0, 1, 0)",1,6
cotong,coton,coton,"(0, 1, 0)",1,6
frayde,fraude,fraude,"(0, 1, 0)",1,6
flappa,frappa,frapper,"(0, 1, 0)",1,6
