Word,Structure,Prefix_Frequency,Root_Frequency,Suffix_Frequency,Word_Length
eu(gonz)euse,prs,1.11,11.3,20.61,10
par(étude)ol,prs,44.24,160.23,39.3799999999999,10
pré(repu)iau,prs,209.31,0.54,0.95,10
é(salsa)iche,prs,320.17,1.43,2.17999999999999,10
sé(onze)oble,prs,1.22,14.28,1.53,10
mé(fiole)ice,prs,36.91,1.92,312.58,10
as(label)ené,prs,248.66,1.3,0.77,10
mé(profane)u,prs,36.91,4.23,21.57,10
au(onct)urne,prs,87.29,0.28,6.09,10
bi(suppur)oy,prs,13.32,0.01,0.79,10
bis(forme)é2,prs,0.03,262.78,2.42,10
a(clé)iques2,prs,2142.22,142.46,3.45,10
co(vain)iche,prs,73.72,28.03,2.17999999999999,10
mé(travelo)m,prs,36.91,0.96,1.33,10
pén(pastel)o,prs,2.1,0.74,64.91,10
sub(prob)ell,prs,3.90999999999999,1.55,5.21,10
dé(bouder)ol,prs,1752.69,4.49,39.3799999999999,10
(propri)elle,rs,,60.08,16.5,10
as(jaser)ate,prs,248.66,1.72,4.15,10
ana(dénu)ple,prs,1.48,0.08,7.91,10
pro(viol)uch,prs,37.76,59.62,0.87,10
sé(zoom)inet,prs,1.22,2.27,1.02,10
pro(gara)ole,prs,37.76,0.04,10.76,10
au(rhum)aste,prs,87.29,6.29,8.28,10
ad(hennir)et,prs,28.56,0.44,229.51,10
uni(doxe)ève,prs,6.45,4.9,0.71,10
dé(truite)al,prs,1752.69,3.65,1125.04,10
mi(verbe)ain,prs,38.47,8.02,805.679999999999,10
mi(euro)ment,prs,38.47,9.02,5042.80999999999,10
as(urger)ais,prs,248.66,84.07,98.63,10
vi(cent)ette,prs,0.41,104.1,295.429999999999,10
co(poème)ars,prs,73.72,27.03,1.08,10
au(lire)sant,prs,87.29,249.02,0.62,10
mé(démie)age,prs,36.91,11.8,707.48,10
sus(nord)ate,prs,20.1599999999999,64.19,4.15,10
dé(néon)abre,prs,1752.69,1.81999999999999,0.5,10
dia(créd)ada,prs,19.02,3.17,1.04,10
ana(bave)ien,prs,1.48,13.59,291.01,10
ver(etc)erie,prs,0.98,13.9,267.479999999999,10
hypo(trot)is,prs,10.42,15.6099999999999,19.93,10
apo(médi)ien,prs,0.17,5.78,291.01,10
épi(boss)ain,prs,1.27,19.6999999999999,805.679999999999,10
(violon)cule,rs,,19.87,5.41,10
uni(ouvre)er,prs,6.45,1.14,316.04,10
ad(solo)ieus,prs,28.56,4.81,0.2,10
péri(scène)i,prs,6.71,129.849999999999,9.2,10
sé(fusil)sse,prs,1.22,64.45,37.89,10
re(kit)ilent,prs,6595.02,6.99,0.3,10
tres(jeu)eux,prs,0.0,160.31,1027.7,10
a(boss)aille,prs,2142.22,19.6999999999999,42.56,10
in(marmot)ou,prs,1478.96,1.21,18.39,10
mi(uranium)i,prs,38.47,1.6,9.2,10
sé(pole)enée,prs,1.22,2.47,0.03,10
tri(dire)uch,prs,12.7399999999999,6053.94999999999,0.87,10
é(pouffer)as,prs,320.17,0.6,0.05,10
com(leur)ium,prs,28.22,534.17,6.47999999999999,10
bis(mimét)um,prs,0.03,0.17,10.79,10
mé(bocal)aye,prs,36.91,3.83,3.66,10
hémi(fuge)if,prs,1.0,0.47,409.409999999999,10
su(requin)al,prs,0.0,12.24,1125.04,10
sur(orque)ex,prs,248.22,1.43,0.42,10
anti(oxy)ace,prs,9.51,14.22,28.65,10
au(vente)uor,prs,87.29,28.0,1.04,10
ex(tête)aux1,prs,79.38,486.88,5.45,10
vi(yaourt)er,prs,0.41,3.58,316.04,10
pro(mémé)bil,prs,37.76,8.15,0.02,10
bi(fils)inet,prs,13.32,527.97,1.02,10
vi(shoot)arc,prs,0.41,2.84,0.0,10
sé(salve)ais,prs,1.22,1.69,98.63,10
épi(bonus)as,prs,1.27,3.8,0.05,10
ana(pen)able,prs,1.48,0.2,1042.69,10
dé(garde)ail,prs,1752.69,487.1,29.13,10
ex(ténor)ève,prs,79.38,1.01,0.71,10
su(dinde)aye,prs,0.0,10.5599999999999,3.66,10
ob(flâner)il,prs,0.93,0.73,12.29,10
tri(nav)lège,prs,12.7399999999999,16.5,2.35,10
pré(mer)vore,prs,209.31,147.359999999999,0.46,10
dé(loyer)arc,prs,1752.69,17.18,0.0,10
sub(ennui)ar,prs,3.90999999999999,156.77,1.54,10
co(pause)èse,prs,73.72,29.08,0.15,10
dia(gong)ine,prs,19.02,2.35,56.3199999999999,10
mé(bastion)é,prs,36.91,1.48,846.24,10
(teindre)ène,rs,,13.95,1.21,10
tri(jeter)ar,prs,12.7399999999999,190.69,1.54,10
tri(sexe)ait,prs,12.7399999999999,124.35,0.0,10
mi(fleur)oir,prs,38.47,110.1,113.06,10
(devises)ing,rs,,0.79,68.61,10
tri(lapon)an,prs,12.7399999999999,3.54,29.2899999999999,10
é(nageant)re,prs,320.17,0.0,17.02,10
pré(puls)elé,prs,209.31,39.43,1.14,10
ultra(les)er,prs,0.03,9983.31,316.04,10
pan(capot)ar,prs,3.88999999999999,8.75,1.54,10
(miett)icide,rs,,0.01,12.37,10
pré(filou)al,prs,209.31,2.49,1125.04,10
con(thorax)},prs,190.18,5.51,0.21,10
su(masque)ie,prs,0.0,43.41,435.78,10
ob(blême)oir,prs,0.93,1.75,113.06,10
su(soleil)ot,prs,0.0,126.13,58.0999999999999,10
bi(blocs)end,prs,13.32,3.03,14.51,10
eu(rouer)one,prs,1.11,1.0,1.39,10
bi(commun)ir,prs,13.32,97.82,168.27,10
ex(nylon)iau,prs,79.38,1.27,0.95,10
pro(azur)ude,prs,37.76,3.28,70.7599999999999,10
ultra(rien)i,prs,0.03,2391.56,9.2,10
ad(colons)ol,prs,28.56,1.58,39.3799999999999,10
é(stress)ûre,prs,320.17,16.78,7.59,10
com(item)ien,prs,28.22,0.12,291.01,10
sus(limace)é,prs,20.1599999999999,4.01,846.24,10
juxta(voix)u,prs,0.03,130.83,21.57,10
ob(pop)ilent,prs,0.93,5.46,0.3,10
dé(usai)euse,prs,1752.69,0.0,20.61,10
épi(je)icide,prs,1.27,25988.48,12.37,10
en(gril)atie,prs,2094.69,0.64,0.47,10
pro(lit)iche,prs,37.76,199.809999999999,2.17999999999999,10
mi(barre)ice,prs,38.47,78.4799999999999,312.58,10
re(oscar)ule,prs,6595.02,1.72,6.53,10
post(lecte)s,prs,0.81,24.42,2.31,10
co(luire)ait,prs,73.72,11.54,0.0,10
dys(gigolo)},prs,0.86,1.01,0.21,10
re(rect)lège,prs,6595.02,2.43,2.35,10
mi(seuil)iér,prs,38.47,5.49,0.01,10
é(gnose)inet,prs,320.17,0.1,1.02,10
tri(météo)in,prs,12.7399999999999,9.03,109.48,10
ab(médi)âtre,prs,1.44,5.78,1.49,10
mi(voici)bil,prs,38.47,278.26,0.02,10
re(alt)abule,prs,6595.02,19.29,0.28,10
anté(rou)bil,prs,8.42,2.17999999999999,0.02,10
mono(son)ing,prs,6.88,1894.35999999999,68.61,10
au(torride)i,prs,87.29,1.96,9.2,10
bis(lieu)non,prs,0.03,181.85,0.26,10
in(popes)ore,prs,1478.96,0.23,5.18999999999999,10
pén(fois)ium,prs,2.1,943.38,6.47999999999999,10
ab(brio)eton,prs,1.44,0.93,0.48,10
eu(écume)ais,prs,1.11,2.81,98.63,10
sur(castel)u,prs,248.22,0.14,21.57,10
pan(opti)ote,prs,3.88999999999999,2.18,15.2499999999999,10
dys(extra)oy,prs,0.86,11.7,0.79,10
syn(raid)ème,prs,28.31,1.16,1.54,10
ex(serpent)i,prs,79.38,32.53,9.2,10
(pérempt)ois,rs,,0.0,80.02,10
su(tumulus)},prs,0.0,0.22,0.21,10
anté(gara)re,prs,8.42,0.04,17.02,10
apo(mètre)ol,prs,0.17,98.51,39.3799999999999,10
con(main)oir,prs,190.18,530.92,113.06,10
a(grincer)as,prs,2142.22,3.98,0.05,10
ob(confus)is,prs,0.93,19.1599999999999,19.93,10
(pain)os[VB],rs,,67.58,2.39,10
per(géant)ol,prs,1.01,30.19,39.3799999999999,10
ad(trône)éon,prs,28.56,14.29,3.28,10
mé(délire)ir,prs,36.91,27.8399999999999,168.27,10
ab(avant)ion,prs,1.44,799.74,3498.54,10
ad(magner)ot,prs,28.56,5.72,58.0999999999999,10
pro(lime)oit,prs,37.76,2.81,0.05,10
épi(rôle)éon,prs,1.27,70.22,3.28,10
pan(cyn)este,prs,3.88999999999999,7.67,6.47,10
pro(coït)ime,prs,37.76,0.81,9.5,10
dys(charme)i,prs,0.86,83.7599999999999,9.2,10
ex(puer)ités,prs,79.38,37.8799999999999,83.33,10
pén(vamp)ien,prs,2.1,0.33,291.01,10
sur(pelote)s,prs,248.22,4.4,2.31,10
para(délit)m,prs,17.47,13.52,1.33,10
ob(mun)adère,prs,0.93,14.4,1.53,10
en(dur)­[VB],prs,2094.69,220.29,0.09,10
mé(doter)elé,prs,36.91,3.62,1.14,10
re(éco)illon,prs,6595.02,37.1999999999999,0.62,10
bi(myxom)ail,prs,13.32,0.03,29.13,10
é(matière)ol,prs,320.17,52.7399999999999,39.3799999999999,10
pan(nef)rium,prs,3.88999999999999,0.41,3.94,10
in(topo)euse,prs,1478.96,3.49,20.61,10
tri(pieu)ore,prs,12.7399999999999,5.45,5.18999999999999,10
pén(exquis)m,prs,2.1,6.37,1.33,10
ex(fouir)ore,prs,79.38,5.24,5.18999999999999,10
sé(terri)ois,prs,1.22,11.88,80.02,10
syn(froque)s,prs,28.31,0.19,2.31,10
é(autant)ure,prs,320.17,152.16,595.65,10
sé(équi)urne,prs,1.22,6.68999999999999,6.09,10
dia(titan)at,prs,19.02,1.06,166.91,10
hyper(main)é,prs,1.93,530.92,846.24,10
sur(navet)on,prs,248.22,3.15,331.19,10
extra(cinq)s,prs,30.27,173.27,2.31,10
dé(força)ion,prs,1752.69,0.34,3498.54,10
(emploi)oble,rs,,84.15,1.53,10
hypo(dat)ois,prs,10.42,6.91,80.02,10
ob(gabon)age,prs,0.93,0.0,707.48,10
pén(rôle)ité,prs,2.1,70.22,1491.88,10
su(poste)ené,prs,0.0,102.98,0.77,10
sub(pubère)s,prs,3.90999999999999,0.0,2.31,10
é(pantel)ole,prs,320.17,0.1,10.76,10
re(ongle)mat,prs,6595.02,20.37,1.37,10
sé(scato)ise,prs,1.22,0.01,75.3999999999999,10
vi(voir)lège,prs,0.41,3534.49,2.35,10
apo(abandon),pr,0.17,120.999999999999,,10
tres(boyaux),pr,0.0,2.67,,10
dé(tri)­[VB],prs,1752.69,12.85,0.09,10
dia(inde)iér,prs,19.02,24.62,0.01,10
en(câble)sse,prs,2094.69,17.09,37.89,10
uni(coût)ice,prs,6.45,89.68,312.58,10
syn(télex)el,prs,28.31,1.18,1103.39999999999,10
vi(angle)iau,prs,0.41,18.79,0.95,10
pro(geste)al,prs,37.76,41.3899999999999,1125.04,10
par(clou)mat,prs,44.24,21.48,1.37,10
au(monde)ené,prs,87.29,847.55,0.77,10
sur(méta)ené,prs,248.22,8.45999999999999,0.77,10
co(cerfeuil),pr,73.72,0.03,,10
épi(nég)ieus,prs,1.27,0.559999999999999,0.2,10
a(corvée)one,prs,2142.22,6.32,1.39,10
su(puits)ing,prs,0.0,22.11,68.61,10
pour(dual)ou,prs,94.1399999999999,0.33,18.39,10
ad(peler)ard,prs,28.56,1.83999999999999,113.07,10
syn(locut)et,prs,28.31,3.06999999999999,229.51,10
anti(foot)oy,prs,9.51,24.18,0.79,10
ad(arpent)al,prs,28.56,1.94999999999999,1125.04,10
co(croûte)en,prs,73.72,7.94999999999999,22.18,10
eu(bien)eret,prs,1.11,4593.32,0.42,10
ob(reclus)in,prs,0.93,1.61,109.48,10
contre(foc)},prs,19.71,0.29,0.21,10
pro(je)icide,prs,37.76,25988.48,12.37,10
hypo(mage)ie,prs,10.42,66.9299999999999,435.78,10
sé(depuis)ou,prs,1.22,631.14,18.39,10
con(stups)ou,prs,190.18,2.34,18.39,10
co(bout)ette,prs,73.72,137.63,295.429999999999,10
anté(mère)is,prs,8.42,700.249999999999,19.93,10
(craindre)oi,rs,,109.58,5.84,10
épi(expo)ime,prs,1.27,3.26,9.5,10
sau(crème)oy,prs,0.04,25.74,0.79,10
é(censure)é2,prs,320.17,3.15,2.42,10
syn(ému)etée,prs,28.31,10.74,0.1,10
sau(robot)on,prs,0.04,23.58,331.19,10
uni(toux)ène,prs,6.45,12.7199999999999,1.21,10
dé(ports)ené,prs,1752.69,17.0,0.77,10
tri(gêne)ada,prs,12.7399999999999,75.58,1.04,10
dys(gosse)en,prs,0.86,109.95,22.18,10
su(décor)arc,prs,0.0,27.88,0.0,10
dia(bulbe)on,prs,19.02,0.31,331.19,10
para(pén)ice,prs,17.47,4.58,312.58,10
ad(choute)al,prs,28.56,0.16,1125.04,10
en(stups)ené,prs,2094.69,2.34,0.77,10
sub(moqu)uch,prs,3.90999999999999,2.57,0.87,10
ab(fronton)m,prs,1.44,0.1,1.33,10
as(cri)ifère,prs,248.66,161.779999999999,6.34,10
ex(lever)ine,prs,79.38,432.67,56.3199999999999,10
bis(jarre)ex,prs,0.03,1.25,0.42,10
dé(rome)enda,prs,1752.69,13.03,5.69,10
dé(brun)acle,prs,1752.69,20.7999999999999,0.7,10
mi(étoffe)oi,prs,38.47,3.14,5.84,10
ob(colis)ain,prs,0.93,7.5,805.679999999999,10
pré(elle)oïd,prs,209.31,4941.04,0.08,10
bi(cerf)sant,prs,13.32,7.56,0.62,10
in(maire)ois,prs,1478.96,41.39,80.02,10
bi(joug)acre,prs,13.32,2.47,0.85,10
é(phare)este,prs,320.17,12.43,6.47,10
en(grog)sant,prs,2094.69,0.64,0.62,10
dé(tilt)sant,prs,1752.69,1.11,0.62,10
ad(cohue)ore,prs,28.56,0.88,5.18999999999999,10
eu(babiller),pr,1.11,0.29,,10
sé(turbo)ose,prs,1.22,1.03,12.7,10
ad(pote)aume,prs,28.56,84.92,27.78,10
pro(musc)aud,prs,37.76,0.36,106.029999999999,10
sau(caco)ise,prs,0.04,0.04,75.3999999999999,10
per(mise)ite,prs,1.01,102.22,30.57,10
as(borgne)ot,prs,248.66,2.93,58.0999999999999,10
pan(galet)er,prs,3.88999999999999,1.19,316.04,10
ana(ample)ce,prs,1.48,6.63,0.38,10
é(calife)eur,prs,320.17,3.5,2127.06,10
bi(aigu)esse,prs,13.32,5.49999999999999,279.86,10
apo(gui)enée,prs,0.17,2.9,0.03,10
vi(phore)ure,prs,0.41,4.71,595.65,10
par(héro)arc,prs,44.24,86.76,0.0,10
a(saurer)ude,prs,2142.22,0.0,70.7599999999999,10
in(hamac)oie,prs,1478.96,1.63,0.04,10
pour(ôter)ar,prs,94.1399999999999,14.87,1.54,10
su(morne)eur,prs,0.0,1.21,2127.06,10
sur(héler)ïa,prs,248.22,0.12,2.03,10
su(brio)éria,prs,0.0,0.93,4.08,10
bi(ablut)èse,prs,13.32,0.47,0.15,10
ana(pus)ette,prs,1.48,2.85,295.429999999999,10
par(hic)ique,prs,44.24,2.21,852.449999999999,10
tri(agir)eux,prs,12.7399999999999,263.19,1027.7,10
para(néant)m,prs,17.47,22.98,1.33,10
sau(gré)euse,prs,0.04,57.86,20.61,10
bi(veau)iard,prs,13.32,8.66,20.93,10
hyper(foc)en,prs,1.93,0.29,22.18,10
pro(sans)ité,prs,37.76,1003.44,1491.88,10
ad(pain)iste,prs,28.56,67.58,322.749999999999,10
dé(labo)iard,prs,1752.69,28.36,20.93,10
en(limpide)i,prs,2094.69,2.66999999999999,9.2,10
co(idylle)at,prs,73.72,1.86,166.91,10
post(râpe)re,prs,0.81,2.51,17.02,10
ob(jouer)ium,prs,0.93,627.449999999999,6.47999999999999,10
per(vis)lège,prs,1.01,1.60999999999999,2.35,10
mono(me)urne,prs,6.88,4932.05,6.09,10
ad(bise)oche,prs,28.56,24.89,3.16,10
(master)eton,rs,,3.42999999999999,0.48,10
vi(laïque)as,prs,0.41,0.58,0.05,10
dé(nature)oy,prs,1752.69,137.06,0.79,10
ambi(mer)bil,prs,0.34,147.359999999999,0.02,10
bi(fourr)eux,prs,13.32,4.27,1027.7,10
inter(ou)ule,prs,65.87,1584.09,6.53,10
vi(algue)oul,prs,0.41,2.65,0.12,10
é(sortir)uor,prs,320.17,977.91,1.04,10
as(ramper)um,prs,248.66,15.68,10.79,10
a(auréole)an,prs,2142.22,1.88,29.2899999999999,10
su(carbone)m,prs,0.0,4.46,1.33,10
en(râteau)et,prs,2094.69,1.13,229.51,10
bi(chair)ium,prs,13.32,46.23,6.47999999999999,10
as(terr)ende,prs,248.66,153.0,0.03,10
épi(stup)end,prs,1.27,1.57,14.51,10
bi(récit)éon,prs,13.32,19.83,3.28,10
co(suisse)ïa,prs,73.72,6.31,2.03,10
pén(dupe)ace,prs,2.1,7.2,28.65,10
mi(talent)al,prs,38.47,48.49,1125.04,10
sé(jour)eret,prs,1.22,2880.74,0.42,10
re(déclin)oi,prs,6595.02,4.68,5.84,10
re(rouer)ime,prs,6595.02,1.0,9.5,10
hémi(tox)ité,prs,1.0,9.86,1491.88,10
ob(orner)nce,prs,0.93,3.80999999999999,1491.29,10
dé(ivoire)al,prs,1752.69,2.24,1125.04,10
sur(elfe)ure,prs,248.22,3.26,595.65,10
mé(tube)eure,prs,36.91,20.54,0.35,10
extra(nom)il,prs,30.27,666.0,12.29,10
(amazone)ime,rs,,0.32,9.5,10
tri(foot)one,prs,12.7399999999999,24.18,1.39,10
re(prob)abre,prs,6595.02,1.55,0.5,10
en(exot)iard,prs,2094.69,4.42,20.93,10
sau(gomme)as,prs,0.04,3.27,0.05,10
as(frite)oïd,prs,248.66,4.55,0.08,10
dys(inde)ice,prs,0.86,24.62,312.58,10
é(compas)ève,prs,320.17,1.5,0.71,10
ob(choir)arc,prs,0.93,3.58,0.0,10
é(pédale)ude,prs,320.17,11.28,70.7599999999999,10
uni(coma)ois,prs,6.45,12.58,80.02,10
bis(vice)ené,prs,0.03,20.58,0.77,10
ab(sabre)aud,prs,1.44,7.03,106.029999999999,10
dys(gyn)elle,prs,0.86,0.23,16.5,10
pan(linge)ie,prs,3.88999999999999,21.16,435.78,10
re(clip)eron,prs,6595.02,2.12,9.63,10
pré(ouate)et,prs,209.31,0.26,229.51,10
(patelin)ium,rs,,2.23,6.47999999999999,10
anti(voie)ïa,prs,9.51,112.19,2.03,10
en(demain)oy,prs,2094.69,476.39,0.79,10
pén(bouc)ars,prs,2.1,8.49,1.08,10
post(fiel)ot,prs,0.81,1.36,58.0999999999999,10
mi(sect)ique,prs,38.47,1.44,852.449999999999,10
au(cafard)um,prs,87.29,10.4899999999999,10.79,10
pour(pét)ûre,prs,94.1399999999999,16.44,7.59,10
péri(cél)ois,prs,6.71,6.47,80.02,10
sus(tact)age,prs,20.1599999999999,2.68,707.48,10
eu(bribe)ité,prs,1.11,0.88,1491.88,10
tres(clodo)m,prs,0.0,4.12,1.33,10
ab(orner)ell,prs,1.44,3.80999999999999,5.21,10
sé(fouir)ène,prs,1.22,5.24,1.21,10
uni(bouée)é2,prs,6.45,1.3,2.42,10
é(lavabo)eau,prs,320.17,3.38,436.9,10
para(chic)ce,prs,17.47,23.81,0.38,10
ad(héron)bil,prs,28.56,0.64,0.02,10
sé(taille)oy,prs,1.22,69.99,0.79,10
ex(bagage)ir,prs,79.38,29.93,168.27,10
extra(mât)is,prs,30.27,1.81999999999999,19.93,10
mé(gong)ende,prs,36.91,2.35,0.03,10
para(cas)ars,prs,17.47,298.53,1.08,10
su(lui)estre,prs,0.0,2314.15,7.34,10
ex(extra)ple,prs,79.38,11.7,7.91,10
ab(juste)bil,prs,1.44,1091.31,0.02,10
en(label)oul,prs,2094.69,1.3,0.12,10
pén(nova)ole,prs,2.1,0.55,10.76,10
épi(jeux)iau,prs,1.27,34.8099999999999,0.95,10
sub(drome)ir,prs,3.90999999999999,1.92,168.27,10
juxta(jazz)é,prs,0.03,7.38,846.24,10
pén(gym)iche,prs,2.1,9.18,2.17999999999999,10
sub(boudin)s,prs,3.90999999999999,2.85,2.31,10
en(ébats)ite,prs,2094.69,0.41,30.57,10
sus(pyro)ium,prs,20.1599999999999,0.06,6.47999999999999,10
bis(labor)as,prs,0.03,33.83,0.05,10
mé(rotin)ûre,prs,36.91,0.13,7.59,10
mi(jurer)acé,prs,38.47,160.21,0.06,10
dé(suite)ève,prs,1752.69,127.92,0.71,10
ab(torse)et1,prs,1.44,5.61999999999999,1.48,10
a(navale)ule,prs,2142.22,0.53,6.53,10
ambi(via)ure,prs,0.34,6.82,595.65,10
tri(zizi)ude,prs,12.7399999999999,2.69,70.7599999999999,10
pan(fois)oie,prs,3.88999999999999,943.38,0.04,10
par(aéro)bil,prs,44.24,53.8,0.02,10
co(deuil)acé,prs,73.72,12.37,0.06,10
eu(douer)ise,prs,1.11,32.43,75.3999999999999,10
sé(prime)oit,prs,1.22,30.56,0.05,10
ex(strie)acé,prs,79.38,0.05,0.06,10
sur(auge)one,prs,248.22,0.49,1.39,10
re(trajet)ar,prs,6595.02,13.27,1.54,10
ver(luge)ime,prs,0.98,1.22,9.5,10
sé(zèle)isme,prs,1.22,5.60999999999999,100.85,10
pré(maïs)èse,prs,209.31,6.33,0.15,10
co(asthme)if,prs,73.72,4.60999999999999,409.409999999999,10
dys(reçu)ère,prs,0.86,5.89,86.54,10
archi(chant),pr,0.36,223.499999999999,,10
apo(parano)},prs,0.17,10.5,0.21,10
in(pari)igne,prs,1478.96,111.63,5.3,10
sau(cap)etés,prs,0.04,19.48,7.22,10
bi(radoter)s,prs,13.32,0.32,2.31,10
en(terri)ain,prs,2094.69,11.88,805.679999999999,10
syn(mâle)ève,prs,28.31,14.82,0.71,10
para(où)asse,prs,17.47,2177.25,39.9,10
sur(boy)enda,prs,248.22,8.36,5.69,10
rétro(clip)i,prs,1.79999999999999,2.12,9.2,10
é(foncier)at,prs,320.17,1.15,166.91,10
ad(couguar)o,prs,28.56,0.65,64.91,10
ad(tuyau)ain,prs,28.56,27.87,805.679999999999,10
con(bette)et,prs,190.18,1.46,229.51,10
dé(canot)end,prs,1752.69,4.58,14.51,10
co(polka)ène,prs,73.72,1.9,1.21,10
en(devis)ada,prs,2094.69,5.69999999999999,1.04,10
as(valve)mat,prs,248.66,2.63,1.37,10
en(postér)er,prs,2094.69,1.54,316.04,10
sé(guêtres)u,prs,1.22,0.36,21.57,10
uni(mun)iste,prs,6.45,14.4,322.749999999999,10
ab(trot)otte,prs,1.44,15.6099999999999,3.13,10
vi(képi)ieus,prs,0.41,2.4,0.2,10
mé(zigzag)ïa,prs,36.91,0.55,2.03,10
ob(entomo)ol,prs,0.93,0.79,39.3799999999999,10
ab(fan)ereau,prs,1.44,26.5999999999999,0.01,10
eu(firme)ané,prs,1.11,4.07,6.66,10
as(agrafe)ce,prs,248.66,0.68,0.38,10
re(somme)eux,prs,6595.02,45.06,1027.7,10
ex(sire)atur,prs,79.38,8.58,0.06,10
re(vore)erie,prs,6595.02,19.97,267.479999999999,10
en(faune)ell,prs,2094.69,1.47,5.21,10
apo(herma)al,prs,0.17,0.34,1125.04,10
sé(dans)ogne,prs,1.22,4658.59,12.91,10
in(prête)oir,prs,1478.96,85.83,113.06,10
as(aubain)ot,prs,248.66,0.0,58.0999999999999,10
ad(art)ilent,prs,28.56,132.7,0.3,10
eu(mnés)eton,prs,1.11,7.18999999999999,0.48,10
a(berge)euse,prs,2142.22,2.77,20.61,10
a(voeux)inet,prs,2142.22,17.86,1.02,10
ob(trône)sse,prs,0.93,14.29,37.89,10
ver(pont)ote,prs,0.98,59.3,15.2499999999999,10
(cocasse)ané,rs,,0.21,6.66,10
co(gonz)aine,prs,73.72,11.3,72.1799999999999,10
ambi(pince)u,prs,0.34,20.94,21.57,10
é(tri)et[VB],prs,320.17,12.85,0.99,10
in(planer)ar,prs,1478.96,0.16,1.54,10
sur(moka)oir,prs,248.22,0.55,113.06,10
vi(duvet)ûre,prs,0.41,1.72,7.59,10
au(brio)cule,prs,87.29,0.93,5.41,10
é(azote)aume,prs,320.17,1.05,27.78,10
eu(grimes)as,prs,1.11,0.49,0.05,10
mi(valet)ore,prs,38.47,11.4,5.18999999999999,10
au(crème)ple,prs,87.29,25.74,7.91,10
sur(tonton)s,prs,248.22,13.94,2.31,10
inter(vin)er,prs,65.87,88.41,316.04,10
su(carrure)},prs,0.0,0.94,0.21,10
a(rédempt)oi,prs,2142.22,2.35,5.84,10
dé(affût)ard,prs,1752.69,1.42,113.07,10
as(prêté)ime,prs,248.66,11.05,9.5,10
pan(proto)ce,prs,3.88999999999999,2.29,0.38,10
co(signe)uor,prs,73.72,306.679999999999,1.04,10
a(colon)bles,prs,2142.22,9.17,0.77,10
apo(hôte)sse,prs,0.17,27.77,37.89,10
ana(xylo)ien,prs,1.48,0.04,291.01,10
bi(oubli)ème,prs,13.32,530.67,1.54,10
(capitale)um,rs,,16.6699999999999,10.79,10
sé(plos)able,prs,1.22,0.01,1042.69,10
post(hamac)i,prs,0.81,1.63,9.2,10
ob(partir)et,prs,0.93,1760.78999999999,229.51,10
as(étau)enée,prs,248.66,0.61,0.03,10
syn(phall)ïa,prs,28.31,0.05,2.03,10
é(bec)adères,prs,320.17,7.83,0.0,10
re(adult)ore,prs,6595.02,5.35,5.18999999999999,10
in(ovale)ell,prs,1478.96,2.0,5.21,10
arch(label)o,prs,4.60999999999999,1.3,64.91,10
re(bénir)ide,prs,6595.02,61.23,29.06,10
bi(ou)os[VB],prs,13.32,1584.09,2.39,10
a(dynastie)m,prs,2142.22,2.29,1.33,10
é(rama)aient,prs,320.17,1.11,0.48,10
pro(asile)ex,prs,37.76,26.56,0.42,10
bi(boucan)if,prs,13.32,3.22,409.409999999999,10
ex(commun)as,prs,79.38,97.82,0.05,10
ob(doges)ell,prs,0.93,0.11,5.21,10
per(mir)igne,prs,1.01,28.85,5.3,10
en(illico)in,prs,2094.69,2.19,109.48,10
eu(peler)oie,prs,1.11,1.83999999999999,0.04,10
in(maman)ané,prs,1478.96,540.2,6.66,10
dia(pano)eut,prs,19.02,1.11,6.61,10
vi(quoi)inet,prs,0.41,4487.17,1.02,10
co(boeuf)iau,prs,73.72,10.83,0.95,10
ambi(ou)inet,prs,0.34,1584.09,1.02,10
pré(sait)nce,prs,209.31,401.46,1491.29,10
ad(bobo)eron,prs,28.56,1.89,9.63,10
su(vivi)ande,prs,0.0,0.34,9.62999999999999,10
dys(forçât)é,prs,0.86,0.0,846.24,10
dys(naze)ois,prs,0.86,8.1,80.02,10
a(altier)iau,prs,2142.22,0.41,0.95,10
com(demi)ené,prs,28.22,45.05,0.77,10
re(amorce)ie,prs,6595.02,3.97999999999999,435.78,10
su(canon)ate,prs,0.0,33.4,4.15,10
sus(moue)ier,prs,20.1599999999999,0.78,847.1,10
bis(nom)aux1,prs,0.03,666.0,5.45,10
pro(eau)atur,prs,37.76,290.61,0.06,10
apo(foie)oïd,prs,0.17,23.48,0.08,10
(rythme)isse,rs,,21.32,0.95,10
péri(oro)eul,prs,6.71,2.3,2.42,10
bis(mal)ario,prs,0.03,1119.62999999999,21.85,10
(quand)iceps,rs,,1830.73,0.11,10
bi(myst)ûres,prs,13.32,6.60999999999999,3.82,10
as(guerre)é2,prs,248.66,245.86,2.42,10
tri(féru)uch,prs,12.7399999999999,0.23,0.87,10
sub(exil)oir,prs,3.90999999999999,9.34,113.06,10
in(sphère)et,prs,1478.96,19.69,229.51,10
apo(selon)ex,prs,0.17,81.4,0.42,10
dia(case)ère,prs,19.02,7.71999999999999,86.54,10
ambi(car)oul,prs,0.34,255.79,0.12,10
sé(usai)vore,prs,1.22,0.0,0.46,10
sus(nous)dre,prs,20.1599999999999,4772.12,50.12,10
syn(força)en,prs,28.31,0.34,22.18,10
dé(avide)end,prs,1752.69,4.93999999999999,14.51,10
